job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level,automation_risk_category,skill_transition_pressure,wage_volatility_index,reskilling_urgency_score,ai_disruption_intensity
2729,Mechanical Engineer,Technology,UK,2024,53.46,51.54,14.54,112751.67,110030.74,-2.41,2.11,83.59,66.01,1,Medium,34.0,2.41,26.468999999999998,35.288946
2730,Teacher,Finance,Australia,2025,54.17,52.4,39.63,112831.51,113652.95,0.73,22.11,97.23,95.57,3,Medium,46.900000000000006,0.73,33.776,51.770269
2731,Teacher,Transportation,USA,2021,38.87,43.86,54.33,91410.71,92371.98,1.05,-1.33,91.05,78.01,3,Medium,46.599999999999994,1.05,32.162,30.322487000000002
2732,Data Analyst,Transportation,India,2026,55.04,47.55,35.84,57984.59,62381.24,7.58,-12.55,42.83,56.07,2,Medium,45.44,7.58,35.042,30.860927999999998
2733,Marketing Specialist,Retail,Canada,2024,40.7,37.22,9.54,137020.61,140951.24,2.87,18.25,31.32,1.44,5,Medium,25.12,2.87,20.003,0.58608
2734,Financial Analyst,Manufacturing,USA,2022,11.46,11.97,2.18,149235.62,157885.03,5.8,-3.71,23.96,54.01,5,Low,6.82,5.8,6.978000000000001,6.189546
2735,Truck Driver,Manufacturing,Singapore,2022,30.64,33.91,58.49,40340.0,40979.59,1.59,16.75,92.94,91.66,2,Medium,44.565,1.59,30.28,28.084623999999998
2736,HR Manager,Technology,Singapore,2021,74.44,61.86,12.1,148524.7,124677.08,-16.06,4.24,79.27,26.43,3,High,43.269999999999996,16.06,38.224,19.674492
2737,HR Manager,Technology,Singapore,2021,60.91,69.12,78.43,62885.74,53263.4,-15.3,-12.35,54.21,16.74,1,High,69.67,15.3,52.483000000000004,10.196333999999998
2738,Teacher,Healthcare,Canada,2022,41.67,41.85,53.17,128388.05,108259.73,-15.68,6.01,69.68,79.73,4,Medium,47.42,15.68,37.323,33.223491
2739,Marketing Specialist,Education,India,2021,32.36,34.24,14.69,71031.16,83231.33,17.18,11.39,86.86,95.86,2,Medium,23.525,17.18,22.505,31.020296
2740,Software Engineer,Education,Germany,2020,34.29,35.14,41.56,38637.83,43963.51,13.78,1.34,82.44,89.24,5,Medium,37.925,13.78,30.318,30.600395999999996
2741,HR Manager,Energy,Singapore,2025,13.6,13.75,10.74,54089.06,54048.15,-0.08,14.44,78.27,6.44,5,Low,12.17,0.08,8.686,0.8758400000000001
2742,Mechanical Engineer,Transportation,Japan,2024,39.18,41.91,13.34,69098.15,70390.98,1.87,-0.38,97.38,82.7,1,Medium,26.259999999999998,1.87,20.235,32.40186
2743,Mechanical Engineer,Education,Australia,2022,78.22,89.04,85.52,99261.26,74189.54,-25.26,9.92,83.63,18.21,4,High,81.87,25.26,64.522,14.243862000000002
2744,Accountant,Energy,Japan,2021,13.94,16.43,0.38,147219.52,134021.74,-8.96,16.96,72.8,81.79,5,Low,7.16,8.96,8.378,11.401526
2745,Accountant,Transportation,Canada,2023,27.18,30.12,80.44,59922.56,55322.13,-7.68,19.46,89.59,25.22,1,Low,53.81,7.68,37.308,6.854796
2746,Marketing Specialist,Finance,Japan,2024,41.73,44.05,87.75,92954.53,101797.09,9.51,1.72,37.92,7.94,3,Medium,64.74,9.51,45.87,3.313362
2747,Data Analyst,Manufacturing,Brazil,2022,31.15,34.71,3.08,100305.87,107382.94,7.06,6.56,35.78,27.88,3,Medium,17.115,7.06,15.502,8.684619999999999
2748,HR Manager,Education,Japan,2025,40.83,38.5,73.63,107010.25,114346.43,6.86,10.55,93.07,43.09,4,Medium,57.23,6.86,40.479,17.593647
2749,Software Engineer,Healthcare,UK,2024,68.93,61.09,71.44,94081.12,93154.93,-0.98,18.43,80.55,93.02,3,High,70.185,0.98,49.298,64.11868600000001
2750,Marketing Specialist,Transportation,Singapore,2026,61.26,68.03,6.72,54594.92,43613.2,-20.11,14.29,14.0,36.91,1,High,33.99,20.11,32.553000000000004,22.611065999999997
2751,HR Manager,Energy,Germany,2023,44.92,39.74,17.31,91009.99,77601.67,-14.73,9.87,62.87,90.03,5,Medium,31.115000000000002,14.73,27.580000000000002,40.441476
2752,Accountant,Transportation,India,2020,43.12,49.29,92.73,41087.28,40863.97,-0.54,-4.17,62.93,42.59,4,Medium,67.925,0.54,45.229,18.364808
2753,Customer Support Rep,Manufacturing,India,2024,47.85,50.55,0.21,146168.79,148445.4,1.56,4.0,19.81,23.81,3,Medium,24.03,1.56,19.671,11.393085
2754,Accountant,Healthcare,Singapore,2024,26.44,31.69,0.46,106756.59,110826.88,3.81,13.18,42.65,95.83,4,Low,13.450000000000001,3.81,11.857000000000001,25.337452000000003
2755,Mechanical Engineer,Manufacturing,Singapore,2024,72.55,70.63,57.33,146102.3,145577.78,-0.36,8.45,86.26,30.2,3,High,64.94,0.36,46.32699999999999,21.910099999999996
2756,Mechanical Engineer,Education,India,2025,36.03,31.2,20.92,108824.8,91706.56,-15.73,5.63,46.26,37.32,3,Medium,28.475,15.73,25.407000000000004,13.446396
2757,Financial Analyst,Transportation,Germany,2026,79.12,90.3,38.8,139669.99,157624.38,12.85,-7.05,97.0,39.03,4,High,58.96,12.85,47.143,30.880536000000003
2758,Truck Driver,Energy,Canada,2026,72.59,66.67,26.63,98898.8,98525.54,-0.38,8.86,94.39,91.44,4,High,49.61,0.38,37.138999999999996,66.376296
2759,Accountant,Healthcare,Singapore,2022,27.76,26.67,64.33,92165.51,88598.85,-3.87,20.69,65.64,8.76,1,Low,46.045,3.87,31.564,2.431776
2760,Financial Analyst,Education,Japan,2025,44.67,52.37,89.66,70485.7,83817.76,18.91,8.01,40.6,6.49,2,Medium,67.16499999999999,18.91,50.43900000000001,2.899083
2761,Data Analyst,Transportation,Singapore,2023,35.38,36.82,0.58,41469.04,39004.07,-5.94,-6.45,58.69,29.38,4,Medium,17.98,5.94,16.108,10.394644000000001
2762,Customer Support Rep,Technology,Germany,2021,44.33,50.88,14.51,89455.22,90644.33,1.33,9.81,74.55,43.12,5,Medium,29.419999999999998,1.33,22.484,19.115095999999998
2763,Marketing Specialist,Finance,Singapore,2020,11.4,12.06,63.19,43251.32,46920.4,8.48,4.23,28.46,46.11,3,Low,37.295,8.48,26.060999999999996,5.25654
2764,Marketing Specialist,Manufacturing,UK,2024,42.28,47.53,82.46,121112.33,113502.86,-6.28,3.02,41.45,67.98,4,Medium,62.37,6.28,43.534,28.741944000000004
2765,Data Analyst,Education,USA,2025,49.19,58.34,45.36,105892.27,93402.09,-11.8,6.32,51.51,54.48,5,Medium,47.275,11.8,36.824,26.798711999999995
2766,Teacher,Manufacturing,UK,2023,76.55,72.47,98.01,95076.01,88249.24,-7.18,-1.0,22.75,45.29,3,High,87.28,7.18,62.17699999999999,34.669495
2767,Customer Support Rep,Healthcare,Japan,2025,26.53,25.95,98.84,110412.82,105222.91,-4.7,8.21,52.58,28.62,2,Low,62.685,4.7,41.674,7.592886000000001
2768,Mechanical Engineer,Healthcare,Canada,2020,72.59,63.33,45.87,100565.73,113493.46,12.86,5.55,30.83,37.74,1,High,59.230000000000004,12.86,46.654999999999994,27.395466000000003
2769,Customer Support Rep,Energy,Japan,2021,80.45,81.35,40.21,33533.1,36921.19,10.1,8.41,56.52,23.17,5,High,60.33,10.1,47.273,18.640265000000003
2770,Truck Driver,Manufacturing,UK,2023,26.01,27.61,49.31,123851.78,89897.94,-27.41,8.88,35.81,47.69,5,Low,37.660000000000004,27.41,33.42,12.404169
2771,Data Analyst,Education,UK,2021,61.1,49.92,97.79,149196.86,124143.61,-16.79,14.75,30.07,27.65,4,High,79.44500000000001,16.79,58.814,16.89415
2772,Data Analyst,Technology,USA,2025,5.0,4.95,5.73,116216.91,102270.93,-12.0,-0.11,59.04,97.38,4,Low,5.365,12.0,7.319,4.869
2773,Financial Analyst,Energy,Singapore,2020,58.66,58.47,77.69,118497.18,116530.5,-1.66,7.2,87.3,30.1,4,Medium,68.175,1.66,47.269,17.65666
2774,HR Manager,Finance,Brazil,2025,75.87,69.23,92.68,145654.89,147994.27,1.61,4.82,53.97,55.04,1,High,84.275,1.61,58.635,41.758848
2775,Truck Driver,Energy,USA,2022,73.61,87.4,78.34,56898.48,53512.06,-5.95,2.09,68.0,18.07,4,High,75.975,5.95,54.730999999999995,13.301327
2776,Software Engineer,Education,Singapore,2025,18.02,20.82,32.68,97997.61,91070.61,-7.07,3.3,42.66,40.81,5,Low,25.35,7.07,19.133,7.353962
2777,Truck Driver,Transportation,India,2020,87.7,81.54,37.92,123947.61,133035.65,7.33,11.37,95.84,79.56,2,High,62.81,7.33,48.655,69.77412
2778,HR Manager,Finance,UK,2022,38.53,43.49,50.87,63325.68,56905.77,-10.14,-2.24,23.05,18.45,4,Medium,44.7,10.14,33.715,7.108785
2779,Mechanical Engineer,Healthcare,Germany,2026,14.42,16.66,93.1,100412.45,96719.92,-3.68,8.96,91.15,50.64,4,Low,53.76,3.68,34.80199999999999,7.302288
2780,Customer Support Rep,Retail,India,2022,29.7,25.44,30.9,35226.91,33908.01,-3.74,3.38,31.24,26.57,1,Low,30.299999999999997,3.74,22.272,7.891290000000001
2781,Truck Driver,Energy,Germany,2026,94.61,84.6,23.92,112414.68,108827.32,-3.19,15.15,88.81,34.01,3,High,59.265,3.19,45.977000000000004,32.176861
2782,Mechanical Engineer,Retail,Japan,2022,23.79,22.17,60.94,74057.18,65637.83,-11.37,12.47,73.09,34.74,4,Low,42.364999999999995,11.37,31.209000000000003,8.264646
2783,HR Manager,Retail,USA,2026,41.91,42.88,68.62,58645.64,61654.42,5.13,12.77,31.07,97.5,2,Medium,55.265,5.13,38.889,40.862249999999996
2784,Accountant,Retail,USA,2021,56.54,55.46,15.75,93986.52,91607.27,-2.53,-7.04,46.78,71.99,3,Medium,36.144999999999996,2.53,28.1,40.703146
2785,Marketing Specialist,Education,Canada,2022,23.47,26.49,32.61,83278.64,88260.15,5.98,17.99,37.72,38.62,2,Low,28.04,5.98,20.965,9.064113999999998
2786,Marketing Specialist,Retail,Japan,2025,31.41,32.6,33.26,117083.72,104165.96,-11.03,7.48,37.92,22.14,4,Medium,32.335,11.03,25.851000000000003,6.954174
2787,HR Manager,Healthcare,UK,2021,37.32,37.56,50.68,120542.84,104957.06,-12.93,-5.17,71.67,80.55,5,Medium,44.0,12.93,34.010999999999996,30.061259999999997
2788,HR Manager,Transportation,Canada,2025,36.49,40.1,88.37,122016.44,130499.85,6.95,16.27,78.4,97.94,2,Medium,62.43000000000001,6.95,43.192,35.738306
2789,Software Engineer,Manufacturing,Canada,2021,30.18,24.95,46.09,35572.04,38056.51,6.98,-11.54,37.87,68.54,5,Medium,38.135000000000005,6.98,27.993000000000002,20.685372
2790,Software Engineer,Retail,Australia,2025,57.54,55.71,90.01,39580.67,40878.96,3.28,8.4,38.98,29.87,5,Medium,73.775,3.28,51.00300000000001,17.187198000000002
2791,Financial Analyst,Transportation,Japan,2024,31.36,35.26,83.17,69566.7,62262.79,-10.5,7.69,52.19,99.88,2,Medium,57.265,10.5,40.645,31.322367999999997
2792,Mechanical Engineer,Healthcare,Brazil,2022,21.12,24.9,82.43,146665.76,139062.08,-5.18,-0.8,11.52,72.47,5,Low,51.775000000000006,5.18,34.73100000000001,15.305664000000002
2793,Mechanical Engineer,Transportation,Japan,2025,55.09,47.99,79.11,65903.46,64423.57,-2.25,-5.58,18.19,26.32,2,Medium,67.1,2.25,46.444,14.499688
2794,Financial Analyst,Energy,UK,2023,35.99,41.06,79.25,83130.51,87355.77,5.08,21.63,40.68,72.59,4,Medium,57.620000000000005,5.08,39.695,26.125141000000003
2795,Software Engineer,Finance,Australia,2021,47.84,50.12,61.8,111957.84,122790.02,9.68,1.97,24.61,88.39,3,Medium,54.82,9.68,40.58,42.285776000000006
2796,Customer Support Rep,Manufacturing,UK,2022,48.96,41.62,60.0,75118.4,72990.35,-2.83,17.91,70.17,30.83,5,Medium,54.480000000000004,2.83,38.433,15.094368
2797,Data Analyst,Manufacturing,Australia,2023,14.66,14.01,60.68,108833.61,111138.62,2.12,5.34,72.2,93.15,4,Low,37.67,2.12,24.704,13.655790000000001
2798,Marketing Specialist,Technology,Brazil,2021,18.26,15.05,31.1,46390.67,55486.57,19.61,31.72,61.75,74.52,2,Low,24.68,19.61,22.517,13.607352
2799,Mechanical Engineer,Technology,Singapore,2025,77.99,89.79,11.84,70621.64,65450.14,-7.32,-0.53,59.03,55.33,1,High,44.915,7.32,36.943999999999996,43.151866999999996
2800,Mechanical Engineer,Finance,Canada,2024,25.91,28.1,73.29,32517.6,35421.6,8.93,2.61,56.83,34.76,5,Low,49.6,8.93,35.03,9.006316
2801,Financial Analyst,Finance,USA,2023,27.76,24.91,9.98,128067.17,124860.27,-2.5,0.02,14.11,78.14,5,Low,18.87,2.5,14.848,21.691664
2802,Financial Analyst,Manufacturing,Germany,2022,12.75,11.77,57.33,79147.36,71364.2,-9.83,-4.52,81.8,97.4,2,Low,35.04,9.83,25.247999999999998,12.418500000000002
2803,Customer Support Rep,Manufacturing,Japan,2021,49.36,40.26,3.66,121105.61,138774.67,14.59,7.69,72.77,90.75,1,Medium,26.509999999999998,14.59,25.218999999999998,44.794200000000004
2804,Marketing Specialist,Retail,Brazil,2022,72.01,80.31,47.52,66975.17,74759.43,11.62,44.42,64.92,18.61,1,High,59.765,11.62,46.546,13.401061
2805,Customer Support Rep,Finance,UK,2024,70.89,69.66,62.02,58752.58,50484.85,-14.07,1.81,88.78,48.8,3,High,66.455,14.07,51.18300000000001,34.594319999999996
2806,Software Engineer,Manufacturing,Germany,2021,15.75,12.86,67.57,55757.37,55862.07,0.19,7.73,36.01,65.77,5,Low,41.66,0.19,26.627999999999997,10.358774999999998
2807,Marketing Specialist,Energy,Japan,2020,29.27,33.01,30.82,148589.73,164873.28,10.96,8.35,16.55,34.83,5,Low,30.045,10.96,24.242,10.194740999999999
2808,Software Engineer,Education,India,2021,51.62,54.83,19.42,72744.35,77794.34,6.94,-9.49,41.01,30.91,4,Medium,35.519999999999996,6.94,28.556,15.955742
2809,Data Analyst,Energy,India,2023,14.52,13.99,19.55,145508.35,117297.19,-19.39,-6.35,30.82,63.58,2,Low,17.035,19.39,17.490000000000002,9.231816
2810,Data Analyst,Manufacturing,Japan,2022,47.99,47.36,5.57,140221.22,139531.69,-0.49,8.43,65.23,45.03,5,Medium,26.78,0.49,21.014,21.609897
2811,Software Engineer,Transportation,India,2025,22.53,18.72,45.61,128206.15,128820.11,0.48,2.18,89.27,21.75,4,Low,34.07,0.48,22.839,4.900275000000001
2812,Customer Support Rep,Energy,USA,2022,37.83,41.95,25.51,53038.11,45606.13,-14.01,-10.9,88.67,61.84,4,Medium,31.67,14.01,26.988,23.394072
2813,Marketing Specialist,Retail,Japan,2025,38.42,38.95,95.4,43585.76,42517.63,-2.45,-6.02,14.47,65.49,2,Medium,66.91,2.45,44.723,25.161257999999997
2814,Mechanical Engineer,Energy,Brazil,2022,15.42,12.7,48.52,144934.4,117454.81,-18.96,-4.67,99.82,53.2,3,Low,31.970000000000002,18.96,26.412,8.20344
2815,HR Manager,Manufacturing,Australia,2022,36.27,34.61,19.5,91466.77,76204.35,-16.69,0.55,24.45,31.12,5,Medium,27.885,16.69,25.365000000000006,11.287224000000002
2816,Financial Analyst,Retail,Japan,2020,45.61,37.55,15.37,143718.87,133368.77,-7.2,5.71,72.38,6.18,2,Medium,30.49,7.2,25.015,2.818698
2817,Truck Driver,Technology,Australia,2024,76.72,84.39,65.11,117864.55,120676.29,2.39,0.67,22.3,33.95,4,High,70.91499999999999,2.39,50.938,26.046440000000004
2818,Truck Driver,Healthcare,UK,2020,90.99,91.1,96.74,40670.7,37719.35,-7.26,4.63,66.72,7.87,4,High,93.865,7.26,67.596,7.160912999999999
2819,HR Manager,Finance,Japan,2022,22.28,20.13,74.87,49675.45,49194.85,-0.97,0.72,98.15,11.03,5,Low,48.575,0.97,31.664000000000005,2.457484
2820,Accountant,Manufacturing,India,2026,17.12,18.84,31.22,116073.79,113903.54,-1.87,-9.05,33.88,45.15,2,Low,24.17,1.87,16.775,7.729680000000001
2821,Customer Support Rep,Retail,Brazil,2022,78.84,87.1,51.58,141404.62,128962.85,-8.8,-3.0,65.24,62.13,3,High,65.21000000000001,8.8,49.65,48.983292
2822,Financial Analyst,Energy,India,2025,13.26,13.83,37.44,119693.1,122432.27,2.29,18.52,10.15,63.64,3,Low,25.349999999999998,2.29,17.223000000000003,8.438664
2823,Marketing Specialist,Manufacturing,UK,2022,62.42,56.15,46.46,145887.19,131394.27,-9.93,-2.24,28.98,55.88,2,High,54.44,9.93,41.885000000000005,34.880296
2824,Customer Support Rep,Transportation,UK,2026,91.49,95.46,30.33,106628.37,120663.3,13.16,21.95,24.35,63.46,2,High,60.91,13.16,49.642999999999994,58.059554
2825,Marketing Specialist,Healthcare,Australia,2024,40.11,32.39,53.98,148712.01,152893.27,2.81,4.09,18.66,73.25,4,Medium,47.045,2.81,33.081,29.380575
2826,Marketing Specialist,Transportation,Canada,2021,18.0,16.37,57.08,101133.56,106749.45,5.55,18.25,63.43,91.24,3,Low,37.54,5.55,25.988999999999997,16.423199999999998
2827,Truck Driver,Retail,Australia,2021,56.65,50.43,16.18,77999.35,66407.38,-14.86,9.93,24.96,59.28,3,Medium,36.415,14.86,31.971999999999998,33.58212
2828,Mechanical Engineer,Education,Australia,2023,63.29,59.04,57.82,41774.93,40982.13,-1.9,10.06,99.78,97.86,3,High,60.555,1.9,43.232000000000006,61.935594
2829,Teacher,Transportation,Singapore,2020,64.52,52.13,54.35,40420.37,41102.35,1.69,7.3,97.51,60.84,4,High,59.435,1.69,42.62,39.253968
2830,Software Engineer,Transportation,Australia,2025,36.55,36.83,38.64,86242.81,91378.53,5.95,6.86,63.63,85.71,2,Medium,37.595,5.95,27.997,31.327004999999996
2831,Truck Driver,Retail,USA,2026,85.39,86.04,34.75,106748.86,98031.69,-8.17,3.94,44.0,99.41,2,High,60.07,8.17,47.032,84.88619899999999
2832,Customer Support Rep,Retail,Canada,2026,28.4,30.63,84.12,107847.11,126426.03,17.23,10.79,48.64,9.14,3,Low,56.260000000000005,17.23,41.765,2.5957600000000003
2833,Software Engineer,Education,Singapore,2026,67.37,65.54,66.54,93757.25,89430.23,-4.62,8.85,98.35,73.69,4,High,66.95500000000001,4.62,48.29600000000001,49.64495300000001
2834,Mechanical Engineer,Manufacturing,Germany,2024,43.06,44.98,10.67,97249.38,98047.67,0.82,-2.8,59.74,87.44,5,Medium,26.865000000000002,0.82,20.671,37.651664000000004
2835,Truck Driver,Retail,India,2020,75.75,68.17,88.84,98789.12,87451.46,-11.48,8.69,87.2,93.1,2,High,82.295,11.48,60.396,70.52325
2836,Accountant,Education,Japan,2025,64.25,75.58,30.23,133334.3,116547.48,-12.59,4.58,70.19,68.41,5,High,47.24,12.59,38.54600000000001,43.953424999999996
2837,Truck Driver,Technology,Singapore,2025,45.08,36.56,19.98,77973.31,74611.25,-4.31,0.32,45.23,96.18,4,Medium,32.53,4.31,25.319,43.357943999999996
2838,Customer Support Rep,Retail,Singapore,2020,78.5,72.84,95.16,107477.62,88937.88,-17.25,-19.24,46.97,23.3,1,High,86.83,17.25,65.123,18.290499999999998
2839,Software Engineer,Education,Canada,2024,27.06,27.37,52.8,121408.43,137923.56,13.6,-3.86,62.03,96.18,3,Low,39.93,13.6,30.744,26.026308
2840,Truck Driver,Retail,India,2023,51.97,60.31,82.06,106519.71,99583.4,-6.51,7.42,95.52,10.69,2,Medium,67.015,6.51,47.359,5.555593
2841,Data Analyst,Education,Singapore,2026,39.43,36.75,42.99,103221.96,102278.71,-0.91,13.8,98.9,59.28,2,Medium,41.21,0.91,28.942,23.374104000000003
2842,Accountant,Retail,Germany,2024,21.24,18.61,71.61,36047.74,31788.91,-11.81,4.34,48.99,74.99,1,Low,46.425,11.81,33.522,15.927876
2843,Truck Driver,Manufacturing,Australia,2024,57.12,49.43,25.19,74104.75,75136.06,1.39,-2.1,64.68,6.22,5,Medium,41.155,1.39,30.822000000000003,3.5528639999999996
2844,HR Manager,Retail,USA,2021,38.16,36.85,33.38,96928.77,87461.95,-9.77,-13.0,81.78,16.21,1,Medium,35.769999999999996,9.77,28.209,6.1857359999999995
2845,Mechanical Engineer,Education,Japan,2025,53.34,53.46,30.51,117304.16,103262.21,-11.97,32.07,70.09,80.23,2,Medium,41.925000000000004,11.97,34.080000000000005,42.794682
2846,Accountant,Education,Japan,2021,78.09,82.13,87.44,30130.98,25665.35,-14.82,6.57,18.48,53.2,4,High,82.765,14.82,61.914,41.54388000000001
2847,Mechanical Engineer,Education,Germany,2025,62.28,60.09,67.01,88766.31,73314.94,-17.41,-0.22,44.43,34.98,3,High,64.64500000000001,17.41,50.238,21.785544
2848,HR Manager,Technology,UK,2020,55.23,46.75,9.26,109201.56,84873.64,-22.28,19.78,23.72,41.1,4,Medium,32.245,22.28,31.554,22.69953
2849,Teacher,Transportation,Japan,2026,65.28,75.46,70.26,37189.46,32893.97,-11.55,12.6,38.37,19.59,1,High,67.77000000000001,11.55,50.655,12.788352
2850,Financial Analyst,Technology,Brazil,2022,64.3,68.13,61.18,110156.71,106586.84,-3.24,-10.41,66.99,63.66,1,High,62.739999999999995,3.24,45.046,40.93338
2851,Marketing Specialist,Transportation,USA,2024,65.43,59.86,77.03,82822.14,78557.92,-5.15,24.79,95.37,17.93,3,High,71.23,5.15,50.82600000000001,11.731599000000001
2852,Financial Analyst,Energy,Canada,2024,57.25,59.0,17.27,37920.76,36162.01,-4.64,9.05,26.79,97.84,3,Medium,37.26,4.64,29.473000000000003,56.013400000000004
2853,Data Analyst,Finance,India,2024,50.21,45.2,59.09,94093.42,98629.1,4.82,12.24,84.85,21.15,1,Medium,54.650000000000006,4.82,39.257000000000005,10.619414999999998
2854,Financial Analyst,Healthcare,Brazil,2026,54.82,44.73,6.89,115623.24,116351.04,0.63,1.25,85.64,37.99,1,Medium,30.855,0.63,24.184,20.826118
2855,Marketing Specialist,Energy,Germany,2026,13.14,14.26,92.97,116060.57,99147.01,-14.57,9.23,11.38,69.47,1,Low,53.055,14.57,37.518,9.128358
2856,Teacher,Retail,Japan,2023,26.17,29.92,46.64,93676.27,101023.93,7.84,12.13,67.84,93.84,2,Low,36.405,7.84,26.812,24.557928
2857,Mechanical Engineer,Finance,UK,2025,78.76,92.84,82.42,114675.03,106350.91,-7.26,7.99,34.43,0.57,5,High,80.59,7.26,58.408,0.448932
2858,Mechanical Engineer,Energy,Brazil,2026,19.62,19.14,14.65,138199.61,148110.87,7.17,-0.64,82.27,94.55,4,Low,17.135,7.17,14.394,18.550710000000002
2859,Software Engineer,Transportation,Canada,2020,69.83,83.13,41.01,60039.41,55242.87,-7.99,15.28,82.58,53.4,5,High,55.42,7.99,42.632,37.28922
2860,Teacher,Technology,USA,2021,65.57,59.7,50.8,97682.86,106099.69,8.62,11.94,64.49,24.41,3,High,58.184999999999995,8.62,44.053999999999995,16.005637
2861,Teacher,Healthcare,Canada,2026,23.26,26.67,72.51,55584.51,50179.46,-9.72,26.34,24.28,53.19,2,Low,47.885000000000005,9.72,33.973,12.371993999999999
2862,Marketing Specialist,Education,Brazil,2023,29.71,24.91,46.7,100813.03,99641.4,-1.16,-0.38,33.19,3.07,2,Low,38.205,1.16,26.241999999999997,0.9120969999999999
2863,Marketing Specialist,Education,UK,2021,18.8,16.08,18.29,126405.31,112007.03,-11.39,3.05,19.03,29.79,2,Low,18.545,11.39,16.424,5.60052
2864,Customer Support Rep,Retail,UK,2020,80.86,76.48,15.99,78493.94,74866.61,-4.62,5.54,66.49,39.51,1,High,48.425,4.62,38.527,31.947785999999997
2865,Financial Analyst,Technology,UK,2024,10.68,11.42,71.24,105460.77,109596.19,3.92,-15.94,44.84,70.06,3,Low,40.959999999999994,3.92,26.819999999999997,7.482408
2866,Data Analyst,Education,Australia,2021,40.85,34.02,64.31,112468.61,122661.43,9.06,1.88,85.87,17.52,2,Medium,52.58,9.06,38.351,7.15692
2867,Customer Support Rep,Retail,UK,2023,88.3,86.21,72.37,127691.64,95437.23,-25.26,6.28,92.39,23.09,3,High,80.33500000000001,25.26,64.60900000000001,20.388469999999998
2868,Customer Support Rep,Manufacturing,Australia,2020,42.99,40.61,85.95,142654.59,149261.47,4.63,1.44,33.24,97.06,2,Medium,64.47,4.63,44.370000000000005,41.726094
2869,Truck Driver,Finance,Singapore,2020,66.82,53.64,3.41,47698.14,50439.32,5.75,-1.71,30.05,96.91,4,High,35.114999999999995,5.75,29.476,64.75526199999999
2870,Customer Support Rep,Transportation,USA,2023,69.53,74.88,21.78,137124.76,148813.39,8.52,8.93,96.08,12.56,4,High,45.655,8.52,36.902,8.732968000000001
2871,Teacher,Manufacturing,Germany,2026,16.76,18.8,86.61,100051.37,114324.06,14.27,-7.52,37.51,23.84,4,Low,51.685,14.27,36.967999999999996,3.9955840000000005
